id,title,release_year,country,duration,language,certification,gross,budget
4163,Don Jon,2013,USA,90,English,R,24475193,3e6
4164,Drinking Buddies,2013,USA,90,English,R,342936,NA
4165,Dry Spell,2013,USA,90,English,NA,NA,22e3
4166,Echo Dr.,2013,USA,81,English,NA,NA,1e5
4167,Elysium,2013,USA,109,English,R,93050117,115e6
4168,Ender's Game,2013,USA,114,English,PG-13,61656849,11e7
4169,Enough Said,2013,USA,93,English,PG-13,17536788,8e6
4170,Enter the Dangerous Mind,2013,USA,88,English,NA,NA,8e5
4171,Epic,2013,USA,102,English,PG,107515297,1e8
4172,Escape from Planet Earth,2013,USA,89,English,PG,57011847,4e7
4173,Escape from Tomorrow,2013,USA,90,English,Not Rated,169719,NA
4174,Escape Plan,2013,USA,115,English,R,25121291,5e7
4175,Evil Dead,2013,USA,96,English,R,54239856,17e6
4176,Faith Connections,2013,India,115,Hindi,NA,NA,55e4
4177,Firestorm,2013,China,118,Mandarin,NA,NA,NA
4178,Free Birds,2013,USA,91,English,PG,55747724,55e6
4179,Frozen,2013,USA,102,English,PG,400736600,15e7
4180,Fruitvale Station,2013,USA,85,English,R,16097842,9e5
4181,G.I. Joe: Retaliation,2013,USA,122,English,PG-13,122512052,13e7
4182,Gangster Squad,2013,USA,113,English,R,45996718,6e7
4183,Getaway,2013,USA,90,English,PG-13,10494494,18e6
4184,Grace Unplugged,2013,USA,102,English,PG,2507106,NA
4185,Gravity,2013,UK,91,English,PG-13,274084951,1e8
4186,Green Street 3: Never Back Down,2013,UK,93,English,R,NA,NA
4187,Grown Ups 2,2013,USA,101,English,PG-13,133668525,8e7
4188,Grudge Match,2013,USA,113,English,PG-13,29802761,4e7
4189,Hansel & Gretel Get Baked,2013,USA,86,English,NA,NA,45e5
4190,Hansel & Gretel: Witch Hunters,2013,Germany,98,English,R,55682070,5e7
4191,Hard to Be a God,2013,Russia,177,Russian,Not Rated,NA,7e6
4192,Harlock: Space Pirate,2013,Japan,115,Japanese,Not Rated,NA,3e7
4193,Heli,2013,Mexico,105,Spanish,Not Rated,NA,1e6
4194,Her,2013,USA,126,English,R,25556065,23e6
4195,Her Cry: La Llorona Investigation,2013,USA,89,English,Not Rated,NA,6e4
4196,Home Run,2013,USA,113,English,PG-13,2859955,12e5
4197,Homefront,2013,USA,100,English,R,19783777,22e6
4198,Ida,2013,Poland,82,Polish,PG-13,3826455,NA
4199,Identity Thief,2013,USA,120,English,R,134455175,35e6
4200,Independence Daysaster,2013,Canada,90,English,PG-13,NA,18e5
4201,Inside Llewyn Davis,2013,USA,104,English,R,13214255,11e6
4202,Insidious: Chapter 2,2013,USA,106,English,PG-13,83574831,5e6
4203,Instructions Not Included,2013,Mexico,115,Spanish,PG-13,44456509,5e6
4204,Iron Man 3,2013,USA,195,English,PG-13,408992272,2e8
4205,Jack the Giant Slayer,2013,USA,114,English,PG-13,65171860,195e6
4206,Joe,2013,USA,117,English,R,371897,4e6
4207,Kevin Hart: Let Me Explain,2013,USA,75,English,R,32230907,25e5
4208,Khumba,2013,South Africa,85,English,Not Rated,NA,2e7
4209,Kick-Ass 2,2013,USA,103,English,R,28751715,28e6
4210,Labor Day,2013,USA,111,English,PG-13,13362308,18e6
4211,Last Vegas,2013,USA,105,English,PG-13,63910583,28e6
4212,Lee Daniels' The Butler,2013,USA,132,English,PG-13,116631310,3e7
4213,Legends of Oz: Dorothy's Return,2013,USA,88,English,PG,8460990,7e7
4214,Living Dark: The Story of Ted the Caver,2013,USA,112,English,PG-13,NA,175e4
4215,Lone Survivor,2013,USA,121,English,R,125069696,4e7
4216,Machete Kills,2013,Russia,107,English,R,7268659,2e7
4217,Mama,2013,Canada,100,English,PG-13,71588220,2e7
4218,Man of Steel,2013,USA,143,English,PG-13,291021565,225e6
4219,Mandela: Long Walk to Freedom,2013,UK,141,English,PG-13,8324748,35e6
4220,Metallica Through the Never,2013,USA,93,English,R,3419967,NA
4221,Monsters University,2013,USA,104,English,G,268488329,2e8
4222,Movie 43,2013,USA,94,English,R,8828771,6e6
4223,Mutual Friends,2013,USA,86,English,NA,NA,45e4
4224,My Lucky Star,2013,China,114,Chinese,NA,50000,NA
4225,Nebraska,2013,USA,115,English,R,17613460,12e6
4226,Now You See Me,2013,USA,125,English,PG-13,117698894,75e6
4227,Nurse 3D,2013,USA,84,English,R,NA,1e7
4228,Oblivion,2013,USA,124,English,PG-13,89021735,12e7
4229,Oculus,2013,USA,104,English,R,27689474,5e6
4230,Of Horses and Men,2013,Iceland,81,Icelandic,NA,11835,1e7
4231,Olympus Has Fallen,2013,USA,119,English,R,98895417,7e7
4232,Once Upon a Time in Queens,2013,USA,98,English,R,NA,15e5
4233,One Direction: This Is Us,2013,USA,106,English,PG,28873374,1e7
4234,Only God Forgives,2013,Denmark,90,English,R,778565,48e5
4235,Open Road,2013,Brazil,85,English,NA,NA,3e6
4236,Out of Inferno,2013,China,107,Chinese,PG-13,NA,NA
4237,Out of the Furnace,2013,USA,116,English,R,11326836,22e6
4238,Oz the Great and Powerful,2013,USA,130,English,PG,234903076,215e6
4239,Oz the Great and Powerful,2013,USA,130,English,PG,234903076,215e6
4240,Pacific Rim,2013,USA,131,English,PG-13,101785482,19e7
4241,Pain & Gain,2013,USA,129,English,R,49874933,26e6
4242,Palo Alto,2013,USA,100,English,R,750100,NA
4243,Parker,2013,USA,118,English,R,17609982,35e6
4244,Peeples,2013,USA,95,English,PG-13,9123834,15e6
4245,Percy Jackson: Sea of Monsters,2013,USA,106,English,PG,68558662,9e7
4246,Philomena,2013,UK,98,English,PG-13,37707719,12e6
4247,Plush,2013,USA,99,English,R,2843,NA
4248,Prisoners,2013,USA,153,English,R,60962878,46e6
4249,R.I.P.D.,2013,USA,96,English,PG-13,33592415,13e7
4250,R100,2013,Japan,99,Japanese,Unrated,22770,55e5
4251,RED 2,2013,USA,116,English,PG-13,53215979,84e6
4252,Riddick,2013,USA,127,English,R,41997790,38e6
4253,Roadside,2013,USA,81,English,NA,NA,NA
4254,Runner Runner,2013,USA,88,English,R,19316646,3e7
4255,Rush,2013,UK,123,English,R,26903709,38e6
4256,Safe Haven,2013,USA,115,English,PG-13,71346930,28e6
4257,Saving Mr. Banks,2013,USA,125,English,PG-13,83299761,35e6
4258,Scary Movie 5,2013,USA,88,English,PG-13,32014289,2e7
4259,Side Effects,2013,USA,106,English,R,32154410,3e7
4260,Side Effects,2013,USA,106,English,R,32154410,3e7
4261,Signed Sealed Delivered,2013,Canada,87,English,NA,NA,NA
4262,Snitch,2013,USA,112,English,PG-13,42919096,15e6
4263,Snitch,2013,USA,112,English,PG-13,42919096,15e6
4264,Snowpiercer,2013,South Korea,126,English,R,4563029,392e5
4265,Star Trek Into Darkness,2013,USA,132,English,PG-13,228756232,19e7
4266,Stoker,2013,UK,99,English,R,1702277,12e6
4267,Straight A's,2013,USA,91,English,R,NA,2e6
4268,Texas Chainsaw 3D,2013,USA,92,English,R,34334256,11e6
4269,The Adventurer: The Curse of the Midas Box,2013,UK,100,English,PG,4756,25e6
4270,The Amazing Catfish,2013,Mexico,89,Spanish,NA,11278,13e5
4271,The Best Man Holiday,2013,USA,123,English,R,70492685,17e6
4272,The Best Offer,2013,Italy,131,English,R,85433,135e5
4273,The Big Wedding,2013,USA,89,English,R,21784432,35e6
4274,The Book Thief,2013,USA,131,English,PG-13,21483154,19e6
4275,The Brain That Sings,2013,United Arab Emirates,62,Arabic,NA,NA,125e3
4276,The Call,2013,USA,94,English,R,51872378,13e6
4277,The Canyons,2013,USA,99,English,R,49494,25e4
4278,The Christmas Candle,2013,UK,100,English,PG,2209479,NA
4279,The Conjuring,2013,USA,112,English,R,137387272,2e7
4280,The Counselor,2013,USA,138,English,R,16969390,25e6
4281,The Croods,2013,USA,98,English,PG,187165546,135e6
4282,The Dirties,2013,Canada,83,English,Not Rated,NA,NA
4283,The East,2013,UK,116,English,PG-13,2268296,65e5
4284,The Fifth Estate,2013,USA,128,English,R,3254172,28e6
4285,The Frozen Ground,2013,USA,105,English,R,NA,2722e4
4286,The Geographer Drank His Globe Away,2013,Russia,120,Russian,NA,NA,4e6
4287,The Grandmaster,2013,Hong Kong,122,Mandarin,PG-13,6594136,386e5
4288,The Great Beauty,2013,Italy,172,Italian,Not Rated,2835886,92e5
4289,The Great Gatsby,2013,Australia,143,English,PG-13,144812796,105e6
4290,The Great Gatsby,2013,Australia,143,English,PG-13,144812796,105e6
4291,The Green Inferno,2013,USA,100,English,R,7186670,6e6
4292,The Haunting in Connecticut 2: Ghosts of Georgia,2013,USA,101,English,R,NA,9e6
4293,The Heat,2013,USA,123,English,R,159578352,43e6
4294,The Hobbit: The Desolation of Smaug,2013,USA,186,English,PG-13,258355354,225e6
4295,The Host,2013,USA,125,English,PG-13,26616999,4e7
4296,The Hunger Games: Catching Fire,2013,USA,146,English,PG-13,424645577,13e7
4297,The Immigrant,2013,USA,120,English,R,1984743,16e6
4298,The Incredible Burt Wonderstone,2013,USA,100,English,PG-13,22525921,3e7
4299,The Internship,2013,USA,125,English,PG-13,44665963,58e6
4300,The Knife of Don Juan,2013,USA,110,Spanish,NA,3830,12e5
4301,The Last Days on Mars,2013,UK,98,English,R,23838,7e6
4302,The Last Exorcism Part II,2013,France,93,English,PG-13,15152879,5e6
4303,The Last Stand,2013,USA,107,English,R,12026670,45e6
4304,The Lone Ranger,2013,USA,150,English,PG-13,89289910,215e6
4305,The Lost Medallion: The Adventures of Billy Stone,2013,Thailand,97,English,PG,549632,NA
4306,The Lunchbox,2013,India,104,Hindi,PG,4231500,1e6
4307,The Maid's Room,2013,USA,98,English,NA,NA,6e5
4308,The Mortal Instruments: City of Bones,2013,USA,130,English,PG-13,31165421,6e7
4309,The Purge,2013,USA,85,English,R,64423650,3e6
4310,The Railway Man,2013,Australia,116,English,R,4435083,18e6
4311,The Secret Life of Walter Mitty,2013,USA,114,English,PG,58229120,9e7
4312,The Smurfs 2,2013,USA,105,English,PG,71017784,105e6
4313,The Spectacular Now,2013,USA,95,English,R,6851969,25e5
4314,The Square,2013,Egypt,108,Arabic,Not Rated,NA,15e5
4315,The To Do List,2013,USA,104,English,R,3447339,15e5
4316,The Vatican Exorcisms,2013,Italy,76,English,R,NA,11e5
4317,The Way Way Back,2013,USA,103,English,PG-13,21501098,5e6
4318,The Wolf of Wall Street,2013,USA,240,English,R,116866727,1e8
4319,The Wolverine,2013,USA,138,English,PG-13,132550960,12e7
4320,The World's End,2013,UK,109,English,R,26003149,2e7
4321,The Young and Prodigious T.S. Spivet,2013,France,105,English,PG,99462,33e6
4322,This Is Martin Bonner,2013,USA,83,English,R,NA,42e3
4323,This Is the End,2013,USA,107,English,R,101470202,32e6
4324,Thor: The Dark World,2013,USA,112,English,PG-13,206360018,17e7
4325,Thunder and the House of Magic,2013,Belgium,85,English,NA,4091,34e6
4326,Trance,2013,UK,101,English,R,2319187,2e7
4327,Trance,2013,UK,101,English,R,2319187,2e7
4328,Treachery,2013,USA,67,English,NA,NA,625e3
4329,Treading Water,2013,Mexico,92,English,NA,NA,47e5
4330,Turbo,2013,USA,96,English,PG,83024900,135e6
4331,Under the Skin,2013,UK,108,English,R,2605039,NA
4332,Underdogs,2013,Spain,106,Spanish,PG,NA,22e6
4333,UnDivided,2013,USA,66,English,PG,NA,25e4
4334,Walking with Dinosaurs 3D,2013,USA,87,English,PG,36073232,8e7
4335,Warm Bodies,2013,USA,98,English,PG-13,66359959,35e6
4336,Water & Power,2013,USA,88,English,Not Rated,79043,NA
4337,We're the Millers,2013,USA,118,English,R,150368971,37e6
4338,White House Down,2013,USA,131,English,PG-13,73103784,15e7
4339,World War Z,2013,USA,123,English,PG-13,202351611,19e7
4340,Yeh Jawaani Hai Deewani,2013,India,160,Hindi,Not Rated,3827466,NA
4341,Zombie Hunter,2013,USA,93,English,Not Rated,NA,1e6
4342,Zulu,2013,France,110,English,R,NA,16e6
4343,22 Jump Street,2014,USA,112,English,R,191616238,5e7
4344,3 Days to Kill,2014,USA,123,English,PG-13,30688364,28e6
4345,300: Rise of an Empire,2014,USA,102,English,R,106369117,11e7
4346,8 Days,2014,USA,90,English,PG-13,NA,25e5
4347,A Fine Step,2014,USA,111,NA,PG,NA,1e6
4348,A Haunted House 2,2014,USA,86,English,R,17314483,4e6
4349,A Lego Brickumentary,2014,Denmark,93,English,G,100240,1e6
4350,A Million Ways to Die in the West,2014,USA,136,English,R,42615685,4e7
4351,A Most Violent Year,2014,USA,125,English,R,5749134,2e7
4352,A Most Wanted Man,2014,UK,122,English,R,17237244,15e6
4353,A Walk Among the Tombstones,2014,USA,114,English,R,25977365,28e6
4354,About Last Night,2014,USA,100,English,R,48637684,125e5
4355,Addicted,2014,USA,106,Spanish,R,17382982,5e6
4356,"Alexander and the Terrible, Horrible, No Good, Very Bad Day",2014,USA,81,English,PG,66950483,28e6
4357,Aloft,2014,Spain,97,English,R,52961,8e6
4358,Alpha and Omega 4: The Legend of the Saw Toothed Cave,2014,USA,45,NA,NA,NA,7e6
4359,Always Woodstock,2014,USA,97,English,NA,NA,24e5
4360,American Heist,2014,Canada,94,English,R,NA,1e7
4361,American Sniper,2014,USA,133,English,R,350123553,588e5
4362,Amidst the Devil's Wings,2014,USA,90,English,NA,NA,3e5
4363,Amnesiac,2014,USA,90,English,NA,NA,3e6
4364,An American in Hollywood,2014,USA,89,English,R,NA,125e3
4365,And So It Goes,2014,USA,94,English,PG-13,15155772,18e6
4366,Animals,2014,USA,90,English,NA,NA,NA
4367,Annabelle,2014,USA,99,English,R,84263837,65e5
4368,Annie,2014,USA,118,English,PG,85911262,65e6
4369,"As Above, So Below",2014,USA,93,English,R,21197315,5e6
4370,Ask Me Anything,2014,USA,100,English,Not Rated,NA,95e4
4371,Atlas Shrugged: Who Is John Galt?,2014,USA,99,English,PG-13,830210,5e6
4372,Automata,2014,Bulgaria,109,English,R,NA,7e6
4373,Bang Bang Baby,2014,Canada,90,English,NA,NA,1e6
4374,Barbecue,2014,France,98,French,NA,NA,NA
4375,Before I Go to Sleep,2014,UK,92,English,R,2963012,22e6
4376,Beyond the Lights,2014,USA,116,English,PG-13,14612840,7e6
4377,Big Eyes,2014,USA,106,English,PG-13,14479776,1e7
4378,Big Hero 6,2014,USA,102,English,PG,222487711,165e6
4379,Birdman or (The Unexpected Virtue of Ignorance),2014,USA,119,English,R,42335698,18e6
4380,Black or White,2014,USA,121,English,PG-13,21569041,9e6
4381,Blended,2014,USA,117,English,PG-13,46280507,4e7
4382,Born of War,2014,UK,109,English,R,NA,5e6
4383,Born to Fly: Elizabeth Streb vs. Gravity,2014,USA,82,English,NA,21199,5e5
4384,Boyhood,2014,USA,165,English,R,25359200,4e6
4385,Brick Mansions,2014,France,100,English,PG-13,20285518,28e6
4386,Butterfly Girl,2014,USA,78,English,NA,NA,18e4
4387,Captain America: The Winter Soldier,2014,USA,136,English,PG-13,259746958,17e7
4388,Closer to the Moon,2014,Romania,112,English,Not Rated,NA,5e6
4389,Coming Home,2014,China,109,Mandarin,PG-13,377420,NA
4390,Da Sweet Blood of Jesus,2014,USA,123,English,NA,NA,142e4
4391,Dawn of the Crescent Moon,2014,USA,95,English,NA,NA,75e3
4392,Dawn of the Planet of the Apes,2014,USA,130,English,PG-13,208543795,17e7
4393,Dawn Patrol,2014,NA,88,English,NA,NA,35e5
4394,Deliver Us from Evil,2014,USA,118,English,R,30523568,3e7
4395,Desert Dancer,2014,UK,104,English,PG-13,143653,4e6
4396,Destiny,2014,USA,NA,English,NA,NA,NA
4397,Devil's Due,2014,USA,89,English,R,15818967,7e6
4398,Divergent,2014,USA,139,English,PG-13,150832203,85e6
4399,Doc Holliday's Revenge,2014,USA,84,English,PG-13,NA,1e6
4400,Dolphin Tale 2,2014,USA,107,English,PG,42019483,36e6
4401,Dracula Untold,2014,USA,92,English,PG-13,55942830,7e7
4402,Draft Day,2014,USA,110,English,R,28831145,25e6
4403,Dragon Nest: Warriors' Dawn,2014,China,88,English,NA,NA,4e7
4404,Drive Hard,2014,Canada,92,English,Not Rated,NA,12e6
4405,"Dude, Where's My Dog?!",2014,USA,82,English,PG,NA,2e4
4406,Dumb and Dumber To,2014,USA,109,English,PG-13,86208010,35e6
4407,Dwegons and Leprechauns,2014,USA,98,English,PG,NA,2e7
4408,Dying of the Light,2014,Bahamas,94,English,R,NA,5e6
4409,Earth to Echo,2014,USA,91,English,PG,38916903,13e6
4410,Edge of Tomorrow,2014,USA,113,English,PG-13,100189501,178e6
4411,Elsa & Fred,2014,USA,97,English,PG-13,NA,1e7
4412,Endless Love,2014,USA,104,English,PG-13,23393765,2e7
4413,Escobar: Paradise Lost,2014,France,120,English,R,106869,17e6
4414,Exodus: Gods and Kings,2014,UK,150,English,PG-13,65007045,14e7
4415,Exodus: Gods and Kings,2014,UK,150,English,PG-13,65007045,14e7
4416,Falcon Rising,2014,USA,103,English,R,8691,45e5
4417,Far from Men,2014,France,101,French,NA,NA,77e5
4418,Food Chains,2014,USA,83,English,NA,NA,913e3
4419,Freedom,2014,USA,94,English,R,NA,145e5
4420,Fugly,2014,India,134,Hindi,NA,NA,NA
4421,Fury,2014,USA,134,English,R,85707116,68e6
4422,Futuro Beach,2014,Brazil,106,Portuguese,Unrated,20262,4e6
4423,Get on Up,2014,USA,139,English,PG-13,30513940,3e7
4424,Girl House,2014,Canada,99,English,NA,NA,315e4
4425,Give Me Shelter,2014,USA,90,English,NA,NA,25e4
4426,Gone Girl,2014,USA,149,English,R,167735396,61e6
4427,Good Kill,2014,USA,102,English,R,316842,NA
4428,Grace of Monaco,2014,Switzerland,103,English,NA,NA,3e7
4429,Guardians of the Galaxy,2014,USA,121,English,PG-13,333130696,17e7
4430,H.,2014,USA,93,English,NA,NA,NA
4431,Happy Christmas,2014,USA,82,English,R,30084,7e4
4432,Heaven Is for Real,2014,USA,99,English,PG,91443253,12e6
4433,Henry & Me,2014,USA,67,English,PG,NA,1e7
4434,Hercules,2014,USA,101,English,PG-13,72660029,1e8
4435,Hercules,2014,USA,101,English,PG-13,72660029,1e8
4436,Hidden Away,2014,Spain,96,Spanish,Unrated,NA,NA
4437,Hits,2014,USA,96,English,NA,NA,1e6
4438,Horrible Bosses 2,2014,USA,116,English,R,54414716,42e6
4439,Horse Camp,2014,USA,108,English,PG,NA,25e4
4440,House at the End of the Drive,2014,USA,91,English,R,NA,14e5
4441,Housebound,2014,New Zealand,107,English,Not Rated,NA,35e4
4442,How to Train Your Dragon 2,2014,USA,102,English,PG,176997107,145e6
4443,I Origins,2014,USA,106,English,R,334658,NA
4444,"I, Frankenstein",2014,Australia,92,English,PG-13,19059018,65e6
4445,If I Stay,2014,USA,107,English,PG-13,50461335,11e6
4446,In the Name of the King: The Last Job,2014,Canada,86,English,R,NA,35e5
4447,Inherent Vice,2014,USA,148,English,R,8093318,2e7
4448,Interstellar,2014,USA,169,English,PG-13,187991439,165e6
4449,Into the Storm,2014,USA,89,English,PG-13,47553512,5e7
4450,Into the Woods,2014,USA,125,English,PG,127997349,5e7
4451,It Follows,2014,USA,100,English,R,14673301,2e6
4452,Jack Ryan: Shadow Recruit,2014,USA,105,English,PG-13,50549107,6e7
4453,Jersey Boys,2014,USA,134,English,R,47034272,4e7
4454,Jungle Shuffle,2014,South Korea,85,English,NA,NA,1e7
4455,Kill the Messenger,2014,USA,112,English,R,2445646,5e6
4456,Kung Fu Killer,2014,China,100,Cantonese,NA,129115,25e6
4457,La Famille Bélier,2014,France,106,French,NA,NA,11e6
4458,Left Behind,2014,USA,110,English,PG-13,13998282,16e6
4459,Left Behind,2014,USA,110,English,PG-13,13998282,16e6
4460,Let's Be Cops,2014,USA,104,English,R,82389560,17e6
4461,Let's Kill Ward's Wife,2014,USA,82,English,Unrated,NA,5e6
4462,Light from the Darkroom,2014,USA,90,English,PG-13,NA,6e5
4463,Listening,2014,Cambodia,100,English,NA,NA,NA
4464,Locker 13,2014,USA,95,English,R,2468,3e5
4465,Lords of London,2014,UK,90,English,R,NA,344e4
4466,Love in the Time of Monsters,2014,USA,97,English,NA,NA,5e5
4467,Lucy,2014,France,89,English,R,126546825,4e7
4468,Maleficent,2014,USA,97,English,PG,241407328,18e7
4469,Million Dollar Arm,2014,USA,124,English,PG,36447959,25e6
4470,Miss Julie,2014,Norway,129,English,PG-13,NA,55e5
4471,Moms' Night Out,2014,USA,98,English,PG,10429707,5e6
4472,Mr. Peabody & Sherman,2014,USA,92,English,PG,111505642,145e6
4473,Mr. Turner,2014,UK,150,English,R,3958500,82e5
4474,Muppets Most Wanted,2014,USA,119,English,PG,51178893,5e7
4475,Mutant World,2014,Canada,82,English,NA,NA,15e5
4476,Need for Speed,2014,USA,132,English,PG-13,43568507,66e6
4477,Neighbors,2014,USA,97,English,R,150056505,18e6
4478,Night at the Museum: Secret of the Tomb,2014,USA,98,English,PG,113733726,127e6
4479,Nightcrawler,2014,USA,117,English,R,32279955,85e5
4480,No Good Deed,2014,USA,84,English,PG-13,52543632,132e5
4481,Noah,2014,USA,138,English,PG-13,101160529,125e6
4482,Non-Stop,2014,UK,106,English,PG-13,91439400,5e7
4483,Not Cool,2014,USA,93,English,Not Rated,35688,6e5
4484,Obvious Child,2014,USA,84,English,R,3122616,NA
4485,Ouija,2014,USA,89,English,PG-13,50820940,5e6
4486,Out of the Dark,2014,USA,92,English,R,NA,NA
4487,Paddington,2014,UK,95,English,PG,76137505,55e6
4488,Paranormal Activity: The Marked Ones,2014,USA,101,English,R,32453345,5e6
4489,Penguins of Madagascar,2014,USA,92,English,PG,83348920,132e6
4490,Perfect Cowboy,2014,USA,109,English,NA,NA,2e5
4491,Plastic,2014,UK,102,English,R,NA,1e7
4492,Pompeii,2014,Canada,105,English,PG-13,23219748,8e7
4493,Queen of the Mountains,2014,Kyrgyzstan,135,English,PG-13,NA,14e5
4494,Ramanujan,2014,India,153,English,NA,NA,NA
4495,Red Sky,2014,USA,100,English,PG-13,NA,25e6
4496,Ride Along,2014,USA,99,English,PG-13,134141530,25e6
4497,Rio 2,2014,USA,101,English,G,131536019,103e6
4498,Rise of the Entrepreneur: The Search for a Better Way,2014,USA,52,English,G,NA,45e4
4499,RoboCop,2014,USA,117,English,PG-13,58607007,1e8
4500,RoboCop,2014,USA,117,English,PG-13,58607007,1e8
4501,Rosewater,2014,USA,103,English,R,3093491,5e6
4502,Rudderless,2014,USA,105,English,R,37440,5e6
4503,Sabotage,2014,USA,109,English,R,10499968,35e6
4504,Sabotage,2014,USA,109,English,R,10499968,35e6
4505,Selma,2014,UK,128,English,PG-13,52066000,2e7
4506,Seventh Son,2014,USA,102,English,PG-13,17176900,95e6
4507,Sex Tape,2014,USA,94,English,R,38543473,4e7
4508,Sin City: A Dame to Kill For,2014,USA,102,English,R,13750556,65e6
4509,Skin Trade,2014,Thailand,96,English,R,162,9e6
4510,Solitude,2014,USA,89,English,NA,NA,NA
4511,Something Wicked,2014,USA,95,English,R,NA,3e6
4512,Son of God,2014,USA,170,English,PG-13,59696176,22e6
4513,Song One,2014,USA,86,English,PG-13,20200,6e6
4514,St. Vincent,2014,USA,102,English,PG-13,44134898,13e6
4515,Still Alice,2014,USA,101,English,PG-13,18656400,5e6
4516,Stories of Our Lives,2014,Kenya,60,Swahili,NA,NA,15e3
4517,Swelter,2014,USA,96,English,R,NA,8e6
4518,Taken 3,2014,France,115,English,PG-13,89253340,48e6
4519,Tammy,2014,USA,100,English,R,84518155,2e7
4520,Teenage Mutant Ninja Turtles,2014,USA,101,English,PG-13,190871240,125e6
4521,Teenage Mutant Ninja Turtles,2014,USA,101,English,PG-13,190871240,125e6
4522,That Awkward Moment,2014,USA,94,English,R,26049082,8e6
4523,The Algerian,2014,USA,99,English,NA,NA,13e5
4524,The Amazing Spider-Man 2,2014,USA,142,English,PG-13,202853933,2e8
4525,The Best of Me,2014,USA,118,English,PG-13,26761283,26e6
4526,The Blue Room,2014,France,76,French,R,231186,NA
4527,The Book of Life,2014,USA,95,English,PG,50150619,5e7
4528,The Boxtrolls,2014,USA,96,English,PG,50807639,6e7
4529,The Calling,2014,USA,108,English,R,NA,NA
4530,The Calling,2014,USA,108,English,R,NA,NA
4531,The Equalizer,2014,USA,132,English,R,101530738,55e6
4532,The Expendables 3,2014,USA,131,English,PG-13,39292022,9e7
4533,The Face of an Angel,2014,UK,101,English,Not Rated,NA,NA
4534,The Fault in Our Stars,2014,USA,133,English,PG-13,124868837,12e6
4535,The Gambler,2014,USA,111,English,R,33631221,25e6
4536,The Gambler,2014,USA,111,English,R,33631221,25e6
4537,The Giver,2014,South Africa,97,English,PG-13,45089048,25e6
4538,The Grand Budapest Hotel,2014,USA,99,English,R,59073773,25e6
4539,The Hadza: Last of the First,2014,USA,71,English,NA,NA,65e4
4540,The Hobbit: The Battle of the Five Armies,2014,New Zealand,164,English,PG-13,255108370,25e7
4541,The Homesman,2014,USA,122,English,R,2428883,16e6
4542,The Hundred-Foot Journey,2014,USA,122,English,PG,54235441,22e6
4543,The Hunger Games: Mockingjay - Part 1,2014,USA,123,English,PG-13,337103873,125e6
4544,The Image Revolution,2014,USA,81,English,NA,NA,5e4
4545,The Imitation Game,2014,UK,114,English,PG-13,91121452,14e6
4546,The Interview,2014,USA,112,English,R,6105175,44e6
4547,The Judge,2014,USA,141,English,R,47105085,5e7
4548,The Last Five Years,2014,USA,94,English,PG-13,137945,NA
4549,The Legend of Hercules,2014,USA,99,English,PG-13,18821279,7e7
4550,The Lego Movie,2014,Australia,100,English,PG,257756197,6e7
4551,The Maze Runner,2014,USA,113,English,PG-13,102413606,34e6
4552,The Monuments Men,2014,USA,118,English,PG-13,78031620,7e7
4553,The November Man,2014,USA,108,English,R,24984868,15e6
4554,The Nut Job,2014,Canada,85,English,PG,64238770,42e6
4555,The Opposite Sex,2014,USA,97,English,NA,NA,33e5
4556,The Other Woman,2014,USA,109,English,PG-13,83906114,4e7
4557,The Outrageous Sophie Tucker,2014,USA,96,English,NA,NA,5e5
4558,The Past is a Grotesque Animal,2014,USA,77,English,Unrated,NA,1e5
4559,The Perfect Wave,2014,South Africa,94,English,PG,NA,4e6
4560,The Prince,2014,USA,93,English,R,NA,18e6
4561,The Purge: Anarchy,2014,USA,103,English,R,71519230,9e6
4562,The Signal,2014,USA,97,English,PG-13,NA,4e6
4563,The Sisterhood of Night,2014,USA,104,English,PG-13,NA,1e6
4564,The Skeleton Twins,2014,USA,93,English,R,5283379,NA
4565,The Sleepwalker,2014,Norway,91,English,Not Rated,NA,11e5
4566,The Sound and the Shadow,2014,USA,90,English,R,NA,NA
4567,The Theory of Everything,2014,UK,123,English,PG-13,35887263,15e6
4568,The Water Diviner,2014,Australia,111,English,R,4190530,225e5
4569,They Came Together,2014,USA,83,English,R,NA,NA
4570,Think Like a Man Too,2014,USA,106,English,PG-13,65182182,24e6
4571,This Is Where I Leave You,2014,USA,103,English,R,34290142,198e5
4572,Tiger Orange,2014,USA,75,English,Unrated,NA,1e5
4573,Top Five,2014,USA,102,English,R,25277561,12e6
4574,Top Spin,2014,USA,80,English,NA,5858,15e4
4575,Transcendence,2014,UK,119,English,PG-13,23014504,1e8
4576,Transformers: Age of Extinction,2014,USA,165,English,PG-13,245428137,21e7
4577,Trash,2014,UK,114,Portuguese,R,10230,NA
4578,Tusk,2014,USA,102,English,R,1821983,3e6
4579,Unbroken,2014,USA,137,English,PG-13,115603980,65e6
4580,Unbroken,2014,USA,137,English,PG-13,115603980,65e6
4581,Unfriended,2014,USA,83,English,R,31537320,1e6
4582,United Passions,2014,France,110,English,Not Rated,NA,24e6
4583,Unsullied,2014,USA,93,English,R,NA,15e5
4584,Viy,2014,Russia,107,Russian,NA,NA,26e6
4585,When the Game Stands Tall,2014,USA,115,English,PG,30127963,15e6
4586,While We're Young,2014,USA,97,English,R,7574066,1e7
