X,year,month,measure,day,value
115,2015,5,MeanDew.PointF,X26,58
116,2015,5,Min.DewpointF,X26,53
117,2015,5,Max.Humidity,X26,73
118,2015,5,Mean.Humidity,X26,59
119,2015,5,Min.Humidity,X26,44
120,2015,5,Max.Sea.Level.PressureIn,X26,30.16
121,2015,5,Mean.Sea.Level.PressureIn,X26,30.12
122,2015,5,Min.Sea.Level.PressureIn,X26,30.09
123,2015,5,Max.VisibilityMiles,X26,10
124,2015,5,Mean.VisibilityMiles,X26,10
125,2015,5,Min.VisibilityMiles,X26,10
126,2015,5,Max.Wind.SpeedMPH,X26,23
127,2015,5,Mean.Wind.SpeedMPH,X26,16
128,2015,5,Max.Gust.SpeedMPH,X26,28
129,2015,5,PrecipitationIn,X26,0
130,2015,5,CloudCover,X26,6
131,2015,5,Events,X26,
132,2015,5,WindDirDegrees,X26,217
133,2015,6,Max.TemperatureF,X26,72
134,2015,6,Mean.TemperatureF,X26,66
135,2015,6,Min.TemperatureF,X26,59
136,2015,6,Max.Dew.PointF,X26,58
137,2015,6,MeanDew.PointF,X26,53
138,2015,6,Min.DewpointF,X26,46
139,2015,6,Max.Humidity,X26,84
140,2015,6,Mean.Humidity,X26,68
141,2015,6,Min.Humidity,X26,52
142,2015,6,Max.Sea.Level.PressureIn,X26,30.09
143,2015,6,Mean.Sea.Level.PressureIn,X26,30.01
144,2015,6,Min.Sea.Level.PressureIn,X26,29.94
145,2015,6,Max.VisibilityMiles,X26,10
146,2015,6,Mean.VisibilityMiles,X26,10
147,2015,6,Min.VisibilityMiles,X26,10
148,2015,6,Max.Wind.SpeedMPH,X26,16
149,2015,6,Mean.Wind.SpeedMPH,X26,8
150,2015,6,Max.Gust.SpeedMPH,X26,20
151,2015,6,PrecipitationIn,X26,T
152,2015,6,CloudCover,X26,5
153,2015,6,Events,X26,Rain
154,2015,6,WindDirDegrees,X26,41
155,2015,7,Max.TemperatureF,X26,79
156,2015,7,Mean.TemperatureF,X26,71
157,2015,7,Min.TemperatureF,X26,63
158,2015,7,Max.Dew.PointF,X26,68
159,2015,7,MeanDew.PointF,X26,64
160,2015,7,Min.DewpointF,X26,60
161,2015,7,Max.Humidity,X26,93
162,2015,7,Mean.Humidity,X26,79
163,2015,7,Min.Humidity,X26,64
164,2015,7,Max.Sea.Level.PressureIn,X26,30.05
165,2015,7,Mean.Sea.Level.PressureIn,X26,30.01
166,2015,7,Min.Sea.Level.PressureIn,X26,29.96
167,2015,7,Max.VisibilityMiles,X26,10
168,2015,7,Mean.VisibilityMiles,X26,10
169,2015,7,Min.VisibilityMiles,X26,10
170,2015,7,Max.Wind.SpeedMPH,X26,14
171,2015,7,Mean.Wind.SpeedMPH,X26,8
172,2015,7,Max.Gust.SpeedMPH,X26,22
173,2015,7,PrecipitationIn,X26,T
174,2015,7,CloudCover,X26,7
175,2015,7,Events,X26,Rain
176,2015,7,WindDirDegrees,X26,181
177,2015,8,Max.TemperatureF,X26,85
178,2015,8,Mean.TemperatureF,X26,77
179,2015,8,Min.TemperatureF,X26,69
180,2015,8,Max.Dew.PointF,X26,70
181,2015,8,MeanDew.PointF,X26,64
182,2015,8,Min.DewpointF,X26,56
183,2015,8,Max.Humidity,X26,100
184,2015,8,Mean.Humidity,X26,71
185,2015,8,Min.Humidity,X26,42
186,2015,8,Max.Sea.Level.PressureIn,X26,29.95
187,2015,8,Mean.Sea.Level.PressureIn,X26,29.89
188,2015,8,Min.Sea.Level.PressureIn,X26,29.86
189,2015,8,Max.VisibilityMiles,X26,10
190,2015,8,Mean.VisibilityMiles,X26,10
191,2015,8,Min.VisibilityMiles,X26,6
192,2015,8,Max.Wind.SpeedMPH,X26,16
193,2015,8,Mean.Wind.SpeedMPH,X26,8
194,2015,8,Max.Gust.SpeedMPH,X26,22
195,2015,8,PrecipitationIn,X26,T
196,2015,8,CloudCover,X26,4
197,2015,8,Events,X26,Rain
198,2015,8,WindDirDegrees,X26,246
199,2015,9,Max.TemperatureF,X26,63
200,2015,9,Mean.TemperatureF,X26,57
201,2015,9,Min.TemperatureF,X26,50
202,2015,9,Max.Dew.PointF,X26,49
203,2015,9,MeanDew.PointF,X26,45
204,2015,9,Min.DewpointF,X26,39
205,2015,9,Max.Humidity,X26,77
206,2015,9,Mean.Humidity,X26,64
207,2015,9,Min.Humidity,X26,51
208,2015,9,Max.Sea.Level.PressureIn,X26,30.53
209,2015,9,Mean.Sea.Level.PressureIn,X26,30.49
210,2015,9,Min.Sea.Level.PressureIn,X26,30.4
211,2015,9,Max.VisibilityMiles,X26,10
212,2015,9,Mean.VisibilityMiles,X26,10
213,2015,9,Min.VisibilityMiles,X26,10
214,2015,9,Max.Wind.SpeedMPH,X26,20
215,2015,9,Mean.Wind.SpeedMPH,X26,10
216,2015,9,Max.Gust.SpeedMPH,X26,28
217,2015,9,PrecipitationIn,X26,0
218,2015,9,CloudCover,X26,4
219,2015,9,Events,X26,
220,2015,9,WindDirDegrees,X26,42
221,2015,10,Max.TemperatureF,X26,52
222,2015,10,Mean.TemperatureF,X26,48
223,2015,10,Min.TemperatureF,X26,43
224,2015,10,Max.Dew.PointF,X26,36
225,2015,10,MeanDew.PointF,X26,33
226,2015,10,Min.DewpointF,X26,30
227,2015,10,Max.Humidity,X26,70
228,2015,10,Mean.Humidity,X26,57
229,2015,10,Min.Humidity,X26,44
230,2015,10,Max.Sea.Level.PressureIn,X26,30.53
231,2015,10,Mean.Sea.Level.PressureIn,X26,30.4
232,2015,10,Min.Sea.Level.PressureIn,X26,30.21
233,2015,10,Max.VisibilityMiles,X26,10
234,2015,10,Mean.VisibilityMiles,X26,10
235,2015,10,Min.VisibilityMiles,X26,10
236,2015,10,Max.Wind.SpeedMPH,X26,18
237,2015,10,Mean.Wind.SpeedMPH,X26,9
238,2015,10,Max.Gust.SpeedMPH,X26,26
239,2015,10,PrecipitationIn,X26,0
240,2015,10,CloudCover,X26,2
241,2015,10,Events,X26,
242,2015,10,WindDirDegrees,X26,294
243,2015,11,Max.TemperatureF,X26,59
244,2015,11,Mean.TemperatureF,X26,49
245,2015,11,Min.TemperatureF,X26,38
246,2015,11,Max.Dew.PointF,X26,49
247,2015,11,MeanDew.PointF,X26,42
248,2015,11,Min.DewpointF,X26,34
249,2015,11,Max.Humidity,X26,100
250,2015,11,Mean.Humidity,X26,79
251,2015,11,Min.Humidity,X26,57
252,2015,11,Max.Sea.Level.PressureIn,X26,30.87
253,2015,11,Mean.Sea.Level.PressureIn,X26,30.77
254,2015,11,Min.Sea.Level.PressureIn,X26,30.64
255,2015,11,Max.VisibilityMiles,X26,10
256,2015,11,Mean.VisibilityMiles,X26,9
257,2015,11,Min.VisibilityMiles,X26,5
258,2015,11,Max.Wind.SpeedMPH,X26,22
259,2015,11,Mean.Wind.SpeedMPH,X26,10
260,2015,11,Max.Gust.SpeedMPH,X26,28
261,2015,11,PrecipitationIn,X26,0
262,2015,11,CloudCover,X26,6
263,2015,11,Events,X26,
264,2015,11,WindDirDegrees,X26,180
1,2014,12,Max.TemperatureF,X27,52
2,2014,12,Mean.TemperatureF,X27,45
3,2014,12,Min.TemperatureF,X27,38
4,2014,12,Max.Dew.PointF,X27,34
5,2014,12,MeanDew.PointF,X27,31
6,2014,12,Min.DewpointF,X27,29
7,2014,12,Max.Humidity,X27,70
8,2014,12,Mean.Humidity,X27,60
9,2014,12,Min.Humidity,X27,50
10,2014,12,Max.Sea.Level.PressureIn,X27,30.22
11,2014,12,Mean.Sea.Level.PressureIn,X27,30.14
12,2014,12,Min.Sea.Level.PressureIn,X27,30.03
13,2014,12,Max.VisibilityMiles,X27,10
14,2014,12,Mean.VisibilityMiles,X27,10
15,2014,12,Min.VisibilityMiles,X27,10
16,2014,12,Max.Wind.SpeedMPH,X27,17
17,2014,12,Mean.Wind.SpeedMPH,X27,9
18,2014,12,Max.Gust.SpeedMPH,X27,21
19,2014,12,PrecipitationIn,X27,0
20,2014,12,CloudCover,X27,3
21,2014,12,Events,X27,
22,2014,12,WindDirDegrees,X27,251
23,2015,1,Max.TemperatureF,X27,19
24,2015,1,Mean.TemperatureF,X27,17
25,2015,1,Min.TemperatureF,X27,14
26,2015,1,Max.Dew.PointF,X27,14
27,2015,1,MeanDew.PointF,X27,11
28,2015,1,Min.DewpointF,X27,7
29,2015,1,Max.Humidity,X27,92
30,2015,1,Mean.Humidity,X27,85
31,2015,1,Min.Humidity,X27,77
32,2015,1,Max.Sea.Level.PressureIn,X27,29.76
33,2015,1,Mean.Sea.Level.PressureIn,X27,29.59
34,2015,1,Min.Sea.Level.PressureIn,X27,29.49
35,2015,1,Max.VisibilityMiles,X27,4
36,2015,1,Mean.VisibilityMiles,X27,1
37,2015,1,Min.VisibilityMiles,X27,0
38,2015,1,Max.Wind.SpeedMPH,X27,32
39,2015,1,Mean.Wind.SpeedMPH,X27,22
40,2015,1,Max.Gust.SpeedMPH,X27,45
41,2015,1,PrecipitationIn,X27,0.95
42,2015,1,CloudCover,X27,8
43,2015,1,Events,X27,Fog-Snow
44,2015,1,WindDirDegrees,X27,335
45,2015,2,Max.TemperatureF,X27,27
46,2015,2,Mean.TemperatureF,X27,21
47,2015,2,Min.TemperatureF,X27,15
48,2015,2,Max.Dew.PointF,X27,1
49,2015,2,MeanDew.PointF,X27,-2
50,2015,2,Min.DewpointF,X27,-5
51,2015,2,Max.Humidity,X27,52
52,2015,2,Mean.Humidity,X27,41
53,2015,2,Min.Humidity,X27,29
54,2015,2,Max.Sea.Level.PressureIn,X27,30.55
55,2015,2,Mean.Sea.Level.PressureIn,X27,30.34
56,2015,2,Min.Sea.Level.PressureIn,X27,30.14
57,2015,2,Max.VisibilityMiles,X27,10
58,2015,2,Mean.VisibilityMiles,X27,10
59,2015,2,Min.VisibilityMiles,X27,10
60,2015,2,Max.Wind.SpeedMPH,X27,14
61,2015,2,Mean.Wind.SpeedMPH,X27,8
62,2015,2,Max.Gust.SpeedMPH,X27,18
63,2015,2,PrecipitationIn,X27,0
64,2015,2,CloudCover,X27,2
65,2015,2,Events,X27,
66,2015,2,WindDirDegrees,X27,305
67,2015,3,Max.TemperatureF,X27,44
68,2015,3,Mean.TemperatureF,X27,41
69,2015,3,Min.TemperatureF,X27,37
70,2015,3,Max.Dew.PointF,X27,43
71,2015,3,MeanDew.PointF,X27,38
72,2015,3,Min.DewpointF,X27,35
73,2015,3,Max.Humidity,X27,96
74,2015,3,Mean.Humidity,X27,88
75,2015,3,Min.Humidity,X27,79
76,2015,3,Max.Sea.Level.PressureIn,X27,29.76
77,2015,3,Mean.Sea.Level.PressureIn,X27,29.71
78,2015,3,Min.Sea.Level.PressureIn,X27,29.65
79,2015,3,Max.VisibilityMiles,X27,10
80,2015,3,Mean.VisibilityMiles,X27,9
81,2015,3,Min.VisibilityMiles,X27,3
82,2015,3,Max.Wind.SpeedMPH,X27,13
83,2015,3,Mean.Wind.SpeedMPH,X27,5
84,2015,3,Max.Gust.SpeedMPH,X27,15
85,2015,3,PrecipitationIn,X27,0.21
86,2015,3,CloudCover,X27,8
87,2015,3,Events,X27,Rain
88,2015,3,WindDirDegrees,X27,9
89,2015,4,Max.TemperatureF,X27,57
90,2015,4,Mean.TemperatureF,X27,51
91,2015,4,Min.TemperatureF,X27,45
92,2015,4,Max.Dew.PointF,X27,44
93,2015,4,MeanDew.PointF,X27,37
94,2015,4,Min.DewpointF,X27,32
95,2015,4,Max.Humidity,X27,63
96,2015,4,Mean.Humidity,X27,52
97,2015,4,Min.Humidity,X27,40
98,2015,4,Max.Sea.Level.PressureIn,X27,29.63
99,2015,4,Mean.Sea.Level.PressureIn,X27,29.59
100,2015,4,Min.Sea.Level.PressureIn,X27,29.53
101,2015,4,Max.VisibilityMiles,X27,10
102,2015,4,Mean.VisibilityMiles,X27,10
103,2015,4,Min.VisibilityMiles,X27,6
104,2015,4,Max.Wind.SpeedMPH,X27,22
105,2015,4,Mean.Wind.SpeedMPH,X27,12
106,2015,4,Max.Gust.SpeedMPH,X27,29
107,2015,4,PrecipitationIn,X27,0.1
108,2015,4,CloudCover,X27,7
109,2015,4,Events,X27,Rain
110,2015,4,WindDirDegrees,X27,324
111,2015,5,Max.TemperatureF,X27,85
112,2015,5,Mean.TemperatureF,X27,75
113,2015,5,Min.TemperatureF,X27,65
114,2015,5,Max.Dew.PointF,X27,66
115,2015,5,MeanDew.PointF,X27,63
116,2015,5,Min.DewpointF,X27,59
117,2015,5,Max.Humidity,X27,87
118,2015,5,Mean.Humidity,X27,71
119,2015,5,Min.Humidity,X27,55
120,2015,5,Max.Sea.Level.PressureIn,X27,30.16
121,2015,5,Mean.Sea.Level.PressureIn,X27,30.12
122,2015,5,Min.Sea.Level.PressureIn,X27,30.06
123,2015,5,Max.VisibilityMiles,X27,10
124,2015,5,Mean.VisibilityMiles,X27,10
125,2015,5,Min.VisibilityMiles,X27,10
126,2015,5,Max.Wind.SpeedMPH,X27,26
127,2015,5,Mean.Wind.SpeedMPH,X27,16
128,2015,5,Max.Gust.SpeedMPH,X27,32
129,2015,5,PrecipitationIn,X27,0
130,2015,5,CloudCover,X27,4
131,2015,5,Events,X27,
132,2015,5,WindDirDegrees,X27,207
133,2015,6,Max.TemperatureF,X27,68
134,2015,6,Mean.TemperatureF,X27,63
135,2015,6,Min.TemperatureF,X27,57
136,2015,6,Max.Dew.PointF,X27,58
137,2015,6,MeanDew.PointF,X27,55
138,2015,6,Min.DewpointF,X27,48
139,2015,6,Max.Humidity,X27,93
140,2015,6,Mean.Humidity,X27,76
141,2015,6,Min.Humidity,X27,58
142,2015,6,Max.Sea.Level.PressureIn,X27,30.19
143,2015,6,Mean.Sea.Level.PressureIn,X27,30.14
144,2015,6,Min.Sea.Level.PressureIn,X27,30.09
145,2015,6,Max.VisibilityMiles,X27,10
146,2015,6,Mean.VisibilityMiles,X27,10
147,2015,6,Min.VisibilityMiles,X27,7
148,2015,6,Max.Wind.SpeedMPH,X27,38
149,2015,6,Mean.Wind.SpeedMPH,X27,8
150,2015,6,Max.Gust.SpeedMPH,X27,0
151,2015,6,PrecipitationIn,X27,0.2
152,2015,6,CloudCover,X27,6
153,2015,6,Events,X27,Rain
154,2015,6,WindDirDegrees,X27,108
155,2015,7,Max.TemperatureF,X27,86
156,2015,7,Mean.TemperatureF,X27,77
157,2015,7,Min.TemperatureF,X27,68
158,2015,7,Max.Dew.PointF,X27,69
159,2015,7,MeanDew.PointF,X27,67
160,2015,7,Min.DewpointF,X27,65
161,2015,7,Max.Humidity,X27,93
162,2015,7,Mean.Humidity,X27,74
163,2015,7,Min.Humidity,X27,55
164,2015,7,Max.Sea.Level.PressureIn,X27,30.03
165,2015,7,Mean.Sea.Level.PressureIn,X27,30
166,2015,7,Min.Sea.Level.PressureIn,X27,29.97
167,2015,7,Max.VisibilityMiles,X27,10
168,2015,7,Mean.VisibilityMiles,X27,10
169,2015,7,Min.VisibilityMiles,X27,10
170,2015,7,Max.Wind.SpeedMPH,X27,18
171,2015,7,Mean.Wind.SpeedMPH,X27,8
172,2015,7,Max.Gust.SpeedMPH,X27,24
173,2015,7,PrecipitationIn,X27,0.06
174,2015,7,CloudCover,X27,5
175,2015,7,Events,X27,Rain
176,2015,7,WindDirDegrees,X27,200
177,2015,8,Max.TemperatureF,X27,82
178,2015,8,Mean.TemperatureF,X27,74
179,2015,8,Min.TemperatureF,X27,65
180,2015,8,Max.Dew.PointF,X27,56
181,2015,8,MeanDew.PointF,X27,54
182,2015,8,Min.DewpointF,X27,52
183,2015,8,Max.Humidity,X27,68
184,2015,8,Mean.Humidity,X27,54
185,2015,8,Min.Humidity,X27,39
186,2015,8,Max.Sea.Level.PressureIn,X27,30.07
187,2015,8,Mean.Sea.Level.PressureIn,X27,29.98
188,2015,8,Min.Sea.Level.PressureIn,X27,29.94
189,2015,8,Max.VisibilityMiles,X27,10
190,2015,8,Mean.VisibilityMiles,X27,10
191,2015,8,Min.VisibilityMiles,X27,10
192,2015,8,Max.Wind.SpeedMPH,X27,17
193,2015,8,Mean.Wind.SpeedMPH,X27,10
194,2015,8,Max.Gust.SpeedMPH,X27,22
195,2015,8,PrecipitationIn,X27,0
196,2015,8,CloudCover,X27,2
197,2015,8,Events,X27,
198,2015,8,WindDirDegrees,X27,289
199,2015,9,Max.TemperatureF,X27,64
200,2015,9,Mean.TemperatureF,X27,56
201,2015,9,Min.TemperatureF,X27,48
202,2015,9,Max.Dew.PointF,X27,57
203,2015,9,MeanDew.PointF,X27,49
204,2015,9,Min.DewpointF,X27,42
205,2015,9,Max.Humidity,X27,93
206,2015,9,Mean.Humidity,X27,75
207,2015,9,Min.Humidity,X27,57
208,2015,9,Max.Sea.Level.PressureIn,X27,30.52
209,2015,9,Mean.Sea.Level.PressureIn,X27,30.44
210,2015,9,Min.Sea.Level.PressureIn,X27,30.35
211,2015,9,Max.VisibilityMiles,X27,10
212,2015,9,Mean.VisibilityMiles,X27,10
213,2015,9,Min.VisibilityMiles,X27,10
214,2015,9,Max.Wind.SpeedMPH,X27,15
215,2015,9,Mean.Wind.SpeedMPH,X27,7
216,2015,9,Max.Gust.SpeedMPH,X27,18
217,2015,9,PrecipitationIn,X27,0
218,2015,9,CloudCover,X27,2
219,2015,9,Events,X27,
220,2015,9,WindDirDegrees,X27,222
221,2015,10,Max.TemperatureF,X27,54
222,2015,10,Mean.TemperatureF,X27,46
223,2015,10,Min.TemperatureF,X27,38
224,2015,10,Max.Dew.PointF,X27,41
225,2015,10,MeanDew.PointF,X27,34
226,2015,10,Min.DewpointF,X27,28
227,2015,10,Max.Humidity,X27,83
228,2015,10,Mean.Humidity,X27,62
229,2015,10,Min.Humidity,X27,41
230,2015,10,Max.Sea.Level.PressureIn,X27,30.62
231,2015,10,Mean.Sea.Level.PressureIn,X27,30.56
232,2015,10,Min.Sea.Level.PressureIn,X27,30.53
233,2015,10,Max.VisibilityMiles,X27,10
234,2015,10,Mean.VisibilityMiles,X27,10
235,2015,10,Min.VisibilityMiles,X27,10
236,2015,10,Max.Wind.SpeedMPH,X27,12
237,2015,10,Mean.Wind.SpeedMPH,X27,6
238,2015,10,Max.Gust.SpeedMPH,X27,22
239,2015,10,PrecipitationIn,X27,0
240,2015,10,CloudCover,X27,4
241,2015,10,Events,X27,
242,2015,10,WindDirDegrees,X27,178
243,2015,11,Max.TemperatureF,X27,64
244,2015,11,Mean.TemperatureF,X27,56
245,2015,11,Min.TemperatureF,X27,48
246,2015,11,Max.Dew.PointF,X27,52
247,2015,11,MeanDew.PointF,X27,49
248,2015,11,Min.DewpointF,X27,47
249,2015,11,Max.Humidity,X27,100
250,2015,11,Mean.Humidity,X27,78
251,2015,11,Min.Humidity,X27,56
252,2015,11,Max.Sea.Level.PressureIn,X27,30.63
253,2015,11,Mean.Sea.Level.PressureIn,X27,30.41
254,2015,11,Min.Sea.Level.PressureIn,X27,30.15
255,2015,11,Max.VisibilityMiles,X27,10
256,2015,11,Mean.VisibilityMiles,X27,9
257,2015,11,Min.VisibilityMiles,X27,5
258,2015,11,Max.Wind.SpeedMPH,X27,26
259,2015,11,Mean.Wind.SpeedMPH,X27,14
260,2015,11,Max.Gust.SpeedMPH,X27,32
261,2015,11,PrecipitationIn,X27,0
262,2015,11,CloudCover,X27,7
263,2015,11,Events,X27,
264,2015,11,WindDirDegrees,X27,209
1,2014,12,Max.TemperatureF,X28,52
2,2014,12,Mean.TemperatureF,X28,46
3,2014,12,Min.TemperatureF,X28,40
4,2014,12,Max.Dew.PointF,X28,42
5,2014,12,MeanDew.PointF,X28,35
6,2014,12,Min.DewpointF,X28,27
7,2014,12,Max.Humidity,X28,76
8,2014,12,Mean.Humidity,X28,65
9,2014,12,Min.Humidity,X28,53
10,2014,12,Max.Sea.Level.PressureIn,X28,29.99
11,2014,12,Mean.Sea.Level.PressureIn,X28,29.87
12,2014,12,Min.Sea.Level.PressureIn,X28,29.77
13,2014,12,Max.VisibilityMiles,X28,10
14,2014,12,Mean.VisibilityMiles,X28,10
15,2014,12,Min.VisibilityMiles,X28,10
16,2014,12,Max.Wind.SpeedMPH,X28,22
17,2014,12,Mean.Wind.SpeedMPH,X28,14
18,2014,12,Max.Gust.SpeedMPH,X28,31
19,2014,12,PrecipitationIn,X28,0.01
20,2014,12,CloudCover,X28,8
21,2014,12,Events,X28,Rain
22,2014,12,WindDirDegrees,X28,252
23,2015,1,Max.TemperatureF,X28,24
24,2015,1,Mean.TemperatureF,X28,19
25,2015,1,Min.TemperatureF,X28,13
26,2015,1,Max.Dew.PointF,X28,9
27,2015,1,MeanDew.PointF,X28,6
28,2015,1,Min.DewpointF,X28,0
29,2015,1,Max.Humidity,X28,80
30,2015,1,Mean.Humidity,X28,63
31,2015,1,Min.Humidity,X28,45
32,2015,1,Max.Sea.Level.PressureIn,X28,30.24
33,2015,1,Mean.Sea.Level.PressureIn,X28,29.89
34,2015,1,Min.Sea.Level.PressureIn,X28,29.67
35,2015,1,Max.VisibilityMiles,X28,10
36,2015,1,Mean.VisibilityMiles,X28,7
37,2015,1,Min.VisibilityMiles,X28,1
38,2015,1,Max.Wind.SpeedMPH,X28,20
39,2015,1,Mean.Wind.SpeedMPH,X28,13
40,2015,1,Max.Gust.SpeedMPH,X28,26
41,2015,1,PrecipitationIn,X28,0.01
42,2015,1,CloudCover,X28,6
43,2015,1,Events,X28,Snow
44,2015,1,WindDirDegrees,X28,305
45,2015,2,Max.TemperatureF,X28,31
46,2015,2,Mean.TemperatureF,X28,22
47,2015,2,Min.TemperatureF,X28,12
48,2015,2,Max.Dew.PointF,X28,4
49,2015,2,MeanDew.PointF,X28,1
50,2015,2,Min.DewpointF,X28,-1
51,2015,2,Max.Humidity,X28,58
52,2015,2,Mean.Humidity,X28,43
53,2015,2,Min.Humidity,X28,27
54,2015,2,Max.Sea.Level.PressureIn,X28,30.75
55,2015,2,Mean.Sea.Level.PressureIn,X28,30.69
56,2015,2,Min.Sea.Level.PressureIn,X28,30.56
57,2015,2,Max.VisibilityMiles,X28,10
58,2015,2,Mean.VisibilityMiles,X28,10
59,2015,2,Min.VisibilityMiles,X28,10
60,2015,2,Max.Wind.SpeedMPH,X28,15
61,2015,2,Mean.Wind.SpeedMPH,X28,9
62,2015,2,Max.Gust.SpeedMPH,X28,20
63,2015,2,PrecipitationIn,X28,0
64,2015,2,CloudCover,X28,0
65,2015,2,Events,X28,
66,2015,2,WindDirDegrees,X28,273
67,2015,3,Max.TemperatureF,X28,40
68,2015,3,Mean.TemperatureF,X28,35
69,2015,3,Min.TemperatureF,X28,30
70,2015,3,Max.Dew.PointF,X28,36
71,2015,3,MeanDew.PointF,X28,30
72,2015,3,Min.DewpointF,X28,19
73,2015,3,Max.Humidity,X28,96
74,2015,3,Mean.Humidity,X28,78
75,2015,3,Min.Humidity,X28,59
76,2015,3,Max.Sea.Level.PressureIn,X28,30.02
77,2015,3,Mean.Sea.Level.PressureIn,X28,29.81
78,2015,3,Min.Sea.Level.PressureIn,X28,29.71
79,2015,3,Max.VisibilityMiles,X28,10
80,2015,3,Mean.VisibilityMiles,X28,4
81,2015,3,Min.VisibilityMiles,X28,0
82,2015,3,Max.Wind.SpeedMPH,X28,24
83,2015,3,Mean.Wind.SpeedMPH,X28,13
84,2015,3,Max.Gust.SpeedMPH,X28,30
85,2015,3,PrecipitationIn,X28,0.12
86,2015,3,CloudCover,X28,8
87,2015,3,Events,X28,Fog-Rain-Snow
88,2015,3,WindDirDegrees,X28,355
89,2015,4,Max.TemperatureF,X28,64
90,2015,4,Mean.TemperatureF,X28,53
91,2015,4,Min.TemperatureF,X28,42
92,2015,4,Max.Dew.PointF,X28,42
93,2015,4,MeanDew.PointF,X28,35
94,2015,4,Min.DewpointF,X28,29
95,2015,4,Max.Humidity,X28,76
96,2015,4,Mean.Humidity,X28,51
97,2015,4,Min.Humidity,X28,26
98,2015,4,Max.Sea.Level.PressureIn,X28,29.78
99,2015,4,Mean.Sea.Level.PressureIn,X28,29.68
100,2015,4,Min.Sea.Level.PressureIn,X28,29.62
101,2015,4,Max.VisibilityMiles,X28,10
102,2015,4,Mean.VisibilityMiles,X28,10
103,2015,4,Min.VisibilityMiles,X28,4
104,2015,4,Max.Wind.SpeedMPH,X28,26
105,2015,4,Mean.Wind.SpeedMPH,X28,14
106,2015,4,Max.Gust.SpeedMPH,X28,35
107,2015,4,PrecipitationIn,X28,0.07
108,2015,4,CloudCover,X28,5
109,2015,4,Events,X28,Rain
110,2015,4,WindDirDegrees,X28,8
111,2015,5,Max.TemperatureF,X28,86
112,2015,5,Mean.TemperatureF,X28,75
113,2015,5,Min.TemperatureF,X28,64
114,2015,5,Max.Dew.PointF,X28,67
115,2015,5,MeanDew.PointF,X28,62
116,2015,5,Min.DewpointF,X28,55
117,2015,5,Max.Humidity,X28,87
118,2015,5,Mean.Humidity,X28,69
119,2015,5,Min.Humidity,X28,51
120,2015,5,Max.Sea.Level.PressureIn,X28,30.21
121,2015,5,Mean.Sea.Level.PressureIn,X28,30.12
122,2015,5,Min.Sea.Level.PressureIn,X28,30.04
123,2015,5,Max.VisibilityMiles,X28,10
124,2015,5,Mean.VisibilityMiles,X28,10
125,2015,5,Min.VisibilityMiles,X28,10
126,2015,5,Max.Wind.SpeedMPH,X28,23
127,2015,5,Mean.Wind.SpeedMPH,X28,13
128,2015,5,Max.Gust.SpeedMPH,X28,29
129,2015,5,PrecipitationIn,X28,T
130,2015,5,CloudCover,X28,6
131,2015,5,Events,X28,Rain
132,2015,5,WindDirDegrees,X28,216
133,2015,6,Max.TemperatureF,X28,59
134,2015,6,Mean.TemperatureF,X28,56
135,2015,6,Min.TemperatureF,X28,52
136,2015,6,Max.Dew.PointF,X28,59
137,2015,6,MeanDew.PointF,X28,56
138,2015,6,Min.DewpointF,X28,51
139,2015,6,Max.Humidity,X28,100
140,2015,6,Mean.Humidity,X28,94
141,2015,6,Min.Humidity,X28,87
142,2015,6,Max.Sea.Level.PressureIn,X28,30.07
143,2015,6,Mean.Sea.Level.PressureIn,X28,29.8
144,2015,6,Min.Sea.Level.PressureIn,X28,29.69
145,2015,6,Max.VisibilityMiles,X28,7
146,2015,6,Mean.VisibilityMiles,X28,3
147,2015,6,Min.VisibilityMiles,X28,1
148,2015,6,Max.Wind.SpeedMPH,X28,29
149,2015,6,Mean.Wind.SpeedMPH,X28,18
150,2015,6,Max.Gust.SpeedMPH,X28,36
151,2015,6,PrecipitationIn,X28,1.43
152,2015,6,CloudCover,X28,8
153,2015,6,Events,X28,Rain
154,2015,6,WindDirDegrees,X28,39
155,2015,7,Max.TemperatureF,X28,86
156,2015,7,Mean.TemperatureF,X28,78
157,2015,7,Min.TemperatureF,X28,70
158,2015,7,Max.Dew.PointF,X28,70
159,2015,7,MeanDew.PointF,X28,69
160,2015,7,Min.DewpointF,X28,66
161,2015,7,Max.Humidity,X28,97
162,2015,7,Mean.Humidity,X28,80
163,2015,7,Min.Humidity,X28,63
164,2015,7,Max.Sea.Level.PressureIn,X28,29.99
165,2015,7,Mean.Sea.Level.PressureIn,X28,29.96
166,2015,7,Min.Sea.Level.PressureIn,X28,29.93
167,2015,7,Max.VisibilityMiles,X28,10
168,2015,7,Mean.VisibilityMiles,X28,10
169,2015,7,Min.VisibilityMiles,X28,10
170,2015,7,Max.Wind.SpeedMPH,X28,16
171,2015,7,Mean.Wind.SpeedMPH,X28,8
172,2015,7,Max.Gust.SpeedMPH,X28,18
173,2015,7,PrecipitationIn,X28,0
174,2015,7,CloudCover,X28,3
175,2015,7,Events,X28,
176,2015,7,WindDirDegrees,X28,181
177,2015,8,Max.TemperatureF,X28,75
178,2015,8,Mean.TemperatureF,X28,70
179,2015,8,Min.TemperatureF,X28,64
180,2015,8,Max.Dew.PointF,X28,62
181,2015,8,MeanDew.PointF,X28,56
